participant,time_point,trans_dur,Source,Target
110,0.175,0.025000000000000022,A,B
110,0.375,0.025000000000000022,B,C
110,0.5750000000000001,0.025000000000000022,C,D
110,0.775,0.025000000000000022,D,E
110,0.975,0.025000000000000022,E,F
110,1.175,0.025000000000000133,F,G
110,1.375,0.02499999999999991,G,H
110,1.5750000000000002,0.02499999999999991,H,I
110,1.775,0.025000000000000133,I,J
110,1.975,0.02499999999999991,J,A
110,2.1750000000000003,0.02499999999999991,A,B
110,2.375,0.025000000000000355,B,C
110,2.575,0.02499999999999991,C,D
110,2.7750000000000004,0.02499999999999991,D,E
110,2.975,0.02499999999999991,E,F
110,3.1750000000000003,0.02499999999999991,F,G
110,3.375,0.025000000000000355,G,H
110,3.575,0.02499999999999991,H,I
110,3.775,0.02499999999999991,I,J
110,3.975,0.02499999999999991,J,A
110,4.175,0.025000000000000355,A,B
110,4.375,0.025000000000000355,B,C
110,4.575,0.025000000000000355,C,D
110,4.775,0.025000000000000355,D,E
110,4.9750000000000005,0.024999999999999467,E,F
110,5.175000000000001,0.024999999999999467,F,G
110,5.375,0.025000000000000355,G,H
110,5.575,0.025000000000000355,H,I
110,5.775,0.025000000000000355,I,J
110,5.9750000000000005,0.024999999999999467,J,A
110,6.175000000000001,0.024999999999999467,A,B
110,6.375,0.025000000000000355,B,C
110,6.575,0.025000000000000355,C,D
110,6.775,0.025000000000000355,D,E
110,6.9750000000000005,0.024999999999999467,E,F
110,7.175000000000001,0.024999999999999467,F,G
110,7.375,0.025000000000000355,G,H
110,7.575,0.024999999999999467,H,I
110,7.775,0.025000000000000355,I,J
110,7.975,0.025000000000000355,J,A
110,8.175,0.025000000000000355,A,B
110,8.375,0.025000000000000355,B,C
110,8.575000000000001,0.02499999999999858,C,D
110,8.775,0.025000000000000355,D,E
110,8.975,0.025000000000000355,E,F
110,9.175,0.02499999999999858,F,G
110,9.375,0.025000000000000355,G,H
110,9.575,0.025000000000000355,H,I
110,9.775,0.025000000000000355,I,J
110,9.975,0.025000000000000355,J,A
110,10.175,0.02499999999999858,A,B
110,10.375,0.025000000000000355,B,C
110,10.575,0.025000000000000355,C,D
110,10.775,0.025000000000000355,D,E
110,10.975,0.025000000000000355,E,F
110,11.175,0.02499999999999858,F,G
110,11.375,0.025000000000000355,G,H
110,11.575,0.025000000000000355,H,I
110,11.775,0.025000000000000355,I,J
110,11.975,0.025000000000000355,J,A
110,12.175,0.02499999999999858,A,B
110,12.375,0.025000000000000355,B,C
110,12.575,0.025000000000000355,C,D
110,12.775,0.025000000000000355,D,E
110,12.975,0.025000000000000355,E,F
110,13.175,0.02499999999999858,F,G
110,13.375,0.025000000000000355,G,H
110,13.575,0.025000000000000355,H,I
110,13.775,0.025000000000000355,I,J
110,13.975,0.025000000000000355,J,A
110,14.175,0.02499999999999858,A,B
110,14.375,0.025000000000000355,B,C
110,14.575,0.025000000000000355,C,D
110,14.775,0.025000000000000355,D,E
110,14.975,0.025000000000000355,E,F
110,15.175,0.02499999999999858,F,G
110,15.375,0.025000000000000355,G,H
110,15.575,0.025000000000000355,H,I
110,15.775,0.025000000000000355,I,J
110,15.975,0.025000000000000355,J,A
110,16.175,0.02499999999999858,A,B
110,16.375,0.02500000000000213,B,C
110,16.575,0.02500000000000213,C,D
110,16.775000000000002,0.02499999999999858,D,E
110,16.975,0.02499999999999858,E,F
110,17.175,0.02499999999999858,F,G
110,17.375,0.02500000000000213,G,H
110,17.575,0.02500000000000213,H,I
110,17.775000000000002,0.02499999999999858,I,J
110,17.975,0.02499999999999858,J,A
110,18.175,0.02499999999999858,A,B
110,18.375,0.02499999999999858,B,C
110,18.575,0.02500000000000213,C,D
110,18.775,0.02500000000000213,D,E
110,18.975,0.02499999999999858,E,F
110,19.175,0.02500000000000213,F,G
110,19.375,0.02499999999999858,G,H
110,19.575000000000003,0.02499999999999858,H,I
110,19.775,0.02500000000000213,I,J
110,19.975,0.02499999999999858,J,A
110,20.175,0.02500000000000213,A,B
110,20.375,0.02499999999999858,B,C
110,20.575000000000003,0.02499999999999858,C,D
110,20.775,0.02500000000000213,D,E
110,20.975,0.02499999999999858,E,F
110,21.175,0.02500000000000213,F,G
110,21.375,0.02499999999999858,G,H
110,21.575000000000003,0.02499999999999858,H,I
110,21.775,0.02500000000000213,I,J
110,21.975,0.02499999999999858,J,A
110,22.175,0.02500000000000213,A,B
110,22.375,0.02499999999999858,B,C
110,22.575000000000003,0.02499999999999858,C,D
110,22.775,0.02500000000000213,D,E
110,22.975,0.02499999999999858,E,F
110,23.175,0.02500000000000213,F,G
110,23.375,0.02499999999999858,G,H
110,23.575000000000003,0.02499999999999858,H,I
110,23.775,0.02500000000000213,I,J
110,23.975,0.02499999999999858,J,A
110,24.175,0.02500000000000213,A,B
110,24.375,0.02499999999999858,B,C
110,24.575000000000003,0.02499999999999858,C,D
110,24.775,0.02500000000000213,D,E
110,24.975,0.02499999999999858,E,F
110,25.175,0.02500000000000213,F,G
110,25.375,0.02499999999999858,G,H
110,25.575000000000003,0.02499999999999858,H,I
110,25.775,0.02500000000000213,I,J
110,25.975,0.02499999999999858,J,A
110,26.175,0.02500000000000213,A,B
110,26.375,0.02499999999999858,B,C
110,26.575000000000003,0.02499999999999858,C,D
110,26.775,0.02500000000000213,D,E
110,26.975,0.02499999999999858,E,F
110,27.175,0.02500000000000213,F,G
110,27.375,0.02499999999999858,G,H
110,27.575000000000003,0.02499999999999858,H,I
110,27.775,0.02500000000000213,I,J
110,27.975,0.02499999999999858,J,A
110,28.175,0.02500000000000213,A,B
110,28.375,0.02499999999999858,B,C
110,28.575000000000003,0.02499999999999858,C,D
110,28.775,0.02500000000000213,D,E
110,28.975,0.02499999999999858,E,F
110,29.175,0.02500000000000213,F,G
110,29.375,0.02499999999999858,G,H
110,29.575000000000003,0.02499999999999858,H,I
110,29.775,0.02500000000000213,I,J
110,29.975,0.02499999999999858,J,A
110,30.175,0.02500000000000213,A,B
110,30.375,0.02499999999999858,B,C
110,30.575000000000003,0.02499999999999858,C,D
110,30.775,0.02500000000000213,D,E
110,30.975,0.02499999999999858,E,F
110,31.175,0.02500000000000213,F,G
110,31.375,0.02499999999999858,G,H
110,31.575000000000003,0.02499999999999858,H,I
110,31.775,0.02500000000000213,I,J
110,31.975,0.02499999999999858,J,A
110,32.175000000000004,0.02499999999999858,A,B
110,32.375,0.02499999999999858,B,C
110,32.575,0.02499999999999858,C,D
110,32.775,0.025000000000005684,D,E
110,32.975,0.02499999999999858,E,F
110,33.175000000000004,0.02499999999999858,F,G
110,33.375,0.02499999999999858,G,H
110,33.575,0.02499999999999858,H,I
110,33.775,0.025000000000005684,I,J
110,33.975,0.02499999999999858,J,A
110,34.175000000000004,0.02499999999999858,A,B
110,34.375,0.02499999999999858,B,C
110,34.575,0.02499999999999858,C,D
110,34.775,0.025000000000005684,D,E
110,34.975,0.02499999999999858,E,F
110,35.175000000000004,0.02499999999999858,F,G
110,35.375,0.02499999999999858,G,H
110,35.575,0.02499999999999858,H,I
110,35.775,0.025000000000005684,I,J
110,35.975,0.02499999999999858,J,A
110,36.175,0.025000000000005684,A,B
110,36.375,0.02499999999999858,B,C
110,36.575,0.02499999999999858,C,D
110,36.775,0.02499999999999858,D,E
110,36.975,0.02499999999999858,E,F
110,37.175,0.025000000000005684,F,G
110,37.375,0.02499999999999858,G,H
110,37.575,0.02499999999999858,H,I
110,37.775,0.02499999999999858,I,J
110,37.975,0.02499999999999858,J,A
110,38.175,0.025000000000005684,A,B
110,38.375,0.025000000000005684,B,C
110,38.575,0.02499999999999858,C,D
110,38.775000000000006,0.024999999999991473,D,E
110,38.975,0.02499999999999858,E,F
110,39.175,0.025000000000005684,F,G
110,39.375,0.025000000000005684,G,H
110,39.575,0.02499999999999858,H,I
110,39.775000000000006,0.024999999999991473,I,J
110,39.975,0.02499999999999858,J,A
110,40.175,0.025000000000005684,A,B
110,40.375,0.025000000000005684,B,C
110,40.575,0.02499999999999858,C,D
110,40.775000000000006,0.024999999999991473,D,E
110,40.975,0.02499999999999858,E,F
110,41.175,0.025000000000005684,F,G
110,41.375,0.025000000000005684,G,H
110,41.575,0.02499999999999858,H,I
110,41.775000000000006,0.024999999999991473,I,J
110,41.975,0.02499999999999858,J,A
110,42.175,0.025000000000005684,A,B
110,42.375,0.025000000000005684,B,C
110,42.575,0.02499999999999858,C,D
110,42.775000000000006,0.024999999999991473,D,E
110,42.975,0.02499999999999858,E,F
110,43.175,0.025000000000005684,F,G
110,43.375,0.025000000000005684,G,H
110,43.575,0.02499999999999858,H,I
110,43.775000000000006,0.024999999999991473,I,J
110,43.975,0.02499999999999858,J,A
110,44.175,0.025000000000005684,A,B
110,44.375,0.025000000000005684,B,C
110,44.575,0.02499999999999858,C,D
110,44.775000000000006,0.024999999999991473,D,E
110,44.975,0.02499999999999858,E,F
110,45.175,0.025000000000005684,F,G
110,45.375,0.025000000000005684,G,H
110,45.575,0.02499999999999858,H,I
110,45.775000000000006,0.024999999999991473,I,J
110,45.975,0.02499999999999858,J,A
110,46.175,0.025000000000005684,A,B
110,46.375,0.025000000000005684,B,C
110,46.575,0.02499999999999858,C,D
110,46.775000000000006,0.024999999999991473,D,E
110,46.975,0.02499999999999858,E,F
110,47.175,0.025000000000005684,F,G
110,47.375,0.025000000000005684,G,H
110,47.575,0.02499999999999858,H,I
110,47.775000000000006,0.024999999999991473,I,J
110,47.975,0.02499999999999858,J,A
110,48.175,0.025000000000005684,A,B
110,48.375,0.025000000000005684,B,C
110,48.575,0.02499999999999858,C,D
110,48.775000000000006,0.024999999999991473,D,E
110,48.975,0.02499999999999858,E,F
110,49.175,0.025000000000005684,F,G
110,49.375,0.025000000000005684,G,H
110,49.575,0.02499999999999858,H,I
110,49.775000000000006,0.024999999999991473,I,J
110,49.975,0.02499999999999858,J,A
110,50.175,0.025000000000005684,A,B
110,50.375,0.025000000000005684,B,C
110,50.575,0.02499999999999858,C,D
110,50.775000000000006,0.024999999999991473,D,E
110,50.975,0.02499999999999858,E,F
110,51.175,0.025000000000005684,F,G
110,51.375,0.025000000000005684,G,H
110,51.575,0.02499999999999858,H,I
110,51.775000000000006,0.024999999999991473,I,J
110,51.975,0.02499999999999858,J,A
110,52.175,0.025000000000005684,A,B
110,52.375,0.025000000000005684,B,C
110,52.575,0.02499999999999858,C,D
110,52.775000000000006,0.024999999999991473,D,E
110,52.975,0.02499999999999858,E,F
110,53.175,0.025000000000005684,F,G
110,53.375,0.025000000000005684,G,H
110,53.575,0.02499999999999858,H,I
110,53.775000000000006,0.024999999999991473,I,J
110,53.975,0.02499999999999858,J,A
110,54.175,0.025000000000005684,A,B
110,54.375,0.025000000000005684,B,C
110,54.575,0.02499999999999858,C,D
110,54.775000000000006,0.024999999999991473,D,E
110,54.975,0.02499999999999858,E,F
110,55.175,0.025000000000005684,F,G
110,55.375,0.025000000000005684,G,H
110,55.575,0.02499999999999858,H,I
110,55.775000000000006,0.024999999999991473,I,J
110,55.975,0.02499999999999858,J,A
110,56.175,0.025000000000005684,A,B
110,56.375,0.025000000000005684,B,C
110,56.575,0.02499999999999858,C,D
110,56.775000000000006,0.024999999999991473,D,E
110,56.975,0.02499999999999858,E,F
110,57.175,0.025000000000005684,F,G
110,57.375,0.025000000000005684,G,H
110,57.575,0.02499999999999858,H,I
110,57.775000000000006,0.024999999999991473,I,J
110,57.975,0.02499999999999858,J,A
110,58.175,0.025000000000005684,A,B
110,58.375,0.025000000000005684,B,C
110,58.575,0.02499999999999858,C,D
110,58.775000000000006,0.024999999999991473,D,E
110,58.975,0.02499999999999858,E,F
110,59.175,0.025000000000005684,F,G
110,59.375,0.025000000000005684,G,H
110,59.575,0.02499999999999858,H,I
110,59.775000000000006,0.024999999999991473,I,J
110,59.975,0.02499999999999858,J,A
110,60.175,0.025000000000005684,A,B
110,60.375,0.025000000000005684,B,C
110,60.575,0.02499999999999858,C,D
110,60.775000000000006,0.024999999999991473,D,E
110,60.975,0.02499999999999858,E,F
110,61.175,0.025000000000005684,F,G
110,61.375,0.025000000000005684,G,H
110,61.575,0.02499999999999858,H,I
110,61.775000000000006,0.024999999999991473,I,J
110,61.975,0.02499999999999858,J,A
110,62.175,0.025000000000005684,A,B
110,62.375,0.025000000000005684,B,C
110,62.575,0.02499999999999858,C,D
110,62.775000000000006,0.024999999999991473,D,E
110,62.975,0.02499999999999858,E,F
110,63.175,0.025000000000005684,F,G
110,63.375,0.025000000000005684,G,H
110,63.575,0.02499999999999858,H,I
110,63.775000000000006,0.024999999999991473,I,J
110,63.975,0.02499999999999858,J,A
110,64.175,0.025000000000005684,A,B
110,64.375,0.025000000000005684,B,C
110,64.575,0.025000000000005684,C,D
110,64.775,0.024999999999991473,D,E
110,64.97500000000001,0.024999999999991473,E,F
110,65.175,0.025000000000005684,F,G
110,65.375,0.025000000000005684,G,H
110,65.575,0.025000000000005684,H,I
110,65.775,0.024999999999991473,I,J
110,65.97500000000001,0.024999999999991473,J,A
110,66.175,0.025000000000005684,A,B
110,66.375,0.025000000000005684,B,C
110,66.575,0.025000000000005684,C,D
110,66.775,0.024999999999991473,D,E
110,66.97500000000001,0.024999999999991473,E,F
