participant,time_point,trans_dur,Source,Target
168,0.175,0.025000000000000022,A,B
168,0.375,0.025000000000000022,B,C
168,0.5750000000000001,0.025000000000000022,C,D
168,0.775,0.025000000000000022,D,E
168,0.975,0.025000000000000022,E,F
168,1.175,0.025000000000000133,F,G
168,1.375,0.02499999999999991,G,H
168,1.5750000000000002,0.02499999999999991,H,I
168,1.775,0.025000000000000133,I,J
168,1.975,0.02499999999999991,J,A
168,2.1750000000000003,0.02499999999999991,A,B
168,2.375,0.025000000000000355,B,C
168,2.575,0.02499999999999991,C,D
168,2.7750000000000004,0.02499999999999991,D,E
168,2.975,0.02499999999999991,E,F
168,3.1750000000000003,0.02499999999999991,F,G
168,3.375,0.025000000000000355,G,H
168,3.575,0.02499999999999991,H,I
168,3.775,0.02499999999999991,I,J
168,3.975,0.02499999999999991,J,A
168,4.175,0.025000000000000355,A,B
168,4.375,0.025000000000000355,B,C
168,4.575,0.025000000000000355,C,D
168,4.775,0.025000000000000355,D,E
168,4.9750000000000005,0.024999999999999467,E,F
168,5.175000000000001,0.024999999999999467,F,G
168,5.375,0.025000000000000355,G,H
168,5.575,0.025000000000000355,H,I
168,5.775,0.025000000000000355,I,J
168,5.9750000000000005,0.024999999999999467,J,A
168,6.175000000000001,0.024999999999999467,A,B
168,6.375,0.025000000000000355,B,C
168,6.575,0.025000000000000355,C,D
168,6.775,0.025000000000000355,D,E
168,6.9750000000000005,0.024999999999999467,E,F
168,7.175000000000001,0.024999999999999467,F,G
168,7.375,0.025000000000000355,G,H
168,7.575,0.024999999999999467,H,I
168,7.775,0.025000000000000355,I,J
168,7.975,0.025000000000000355,J,A
168,8.175,0.025000000000000355,A,B
168,8.375,0.025000000000000355,B,C
168,8.575000000000001,0.02499999999999858,C,D
168,8.775,0.025000000000000355,D,E
168,8.975,0.025000000000000355,E,F
168,9.175,0.02499999999999858,F,G
168,9.375,0.025000000000000355,G,H
168,9.575,0.025000000000000355,H,I
168,9.775,0.025000000000000355,I,J
168,9.975,0.025000000000000355,J,A
168,10.175,0.02499999999999858,A,B
168,10.375,0.025000000000000355,B,C
168,10.575,0.025000000000000355,C,D
168,10.775,0.025000000000000355,D,E
168,10.975,0.025000000000000355,E,F
168,11.175,0.02499999999999858,F,G
168,11.375,0.025000000000000355,G,H
168,11.575,0.025000000000000355,H,I
168,11.775,0.025000000000000355,I,J
168,11.975,0.025000000000000355,J,A
168,12.175,0.02499999999999858,A,B
168,12.375,0.025000000000000355,B,C
168,12.575,0.025000000000000355,C,D
168,12.775,0.025000000000000355,D,E
168,12.975,0.025000000000000355,E,F
168,13.175,0.02499999999999858,F,G
168,13.375,0.025000000000000355,G,H
168,13.575,0.025000000000000355,H,I
168,13.775,0.025000000000000355,I,J
168,13.975,0.025000000000000355,J,A
168,14.175,0.02499999999999858,A,B
168,14.375,0.025000000000000355,B,C
168,14.575,0.025000000000000355,C,D
168,14.775,0.025000000000000355,D,E
168,14.975,0.025000000000000355,E,F
168,15.175,0.02499999999999858,F,G
168,15.375,0.025000000000000355,G,H
168,15.575,0.025000000000000355,H,I
168,15.775,0.025000000000000355,I,J
168,15.975,0.025000000000000355,J,A
168,16.175,0.02499999999999858,A,B
168,16.375,0.02500000000000213,B,C
168,16.575,0.02500000000000213,C,D
168,16.775000000000002,0.02499999999999858,D,E
168,16.975,0.02499999999999858,E,F
168,17.175,0.02499999999999858,F,G
168,17.375,0.02500000000000213,G,H
168,17.575,0.02500000000000213,H,I
168,17.775000000000002,0.02499999999999858,I,J
168,17.975,0.02499999999999858,J,A
168,18.175,0.02499999999999858,A,B
168,18.375,0.02499999999999858,B,C
168,18.575,0.02500000000000213,C,D
168,18.775,0.02500000000000213,D,E
168,18.975,0.02499999999999858,E,F
168,19.175,0.02500000000000213,F,G
168,19.375,0.02499999999999858,G,H
168,19.575000000000003,0.02499999999999858,H,I
168,19.775,0.02500000000000213,I,J
168,19.975,0.02499999999999858,J,A
168,20.175,0.02500000000000213,A,B
168,20.375,0.02499999999999858,B,C
168,20.575000000000003,0.02499999999999858,C,D
168,20.775,0.02500000000000213,D,E
168,20.975,0.02499999999999858,E,F
168,21.175,0.02500000000000213,F,G
168,21.375,0.02499999999999858,G,H
168,21.575000000000003,0.02499999999999858,H,I
168,21.775,0.02500000000000213,I,J
168,21.975,0.02499999999999858,J,A
168,22.175,0.02500000000000213,A,B
168,22.375,0.02499999999999858,B,C
168,22.575000000000003,0.02499999999999858,C,D
168,22.775,0.02500000000000213,D,E
168,22.975,0.02499999999999858,E,F
168,23.175,0.02500000000000213,F,G
168,23.375,0.02499999999999858,G,H
168,23.575000000000003,0.02499999999999858,H,I
168,23.775,0.02500000000000213,I,J
168,23.975,0.02499999999999858,J,A
168,24.175,0.02500000000000213,A,B
168,24.375,0.02499999999999858,B,C
168,24.575000000000003,0.02499999999999858,C,D
168,24.775,0.02500000000000213,D,E
168,24.975,0.02499999999999858,E,F
168,25.175,0.02500000000000213,F,G
