participant,time_point,trans_dur,Source,Target
240,0.175,0.025000000000000022,A,B
240,0.375,0.025000000000000022,B,C
240,0.5750000000000001,0.025000000000000022,C,D
240,0.775,0.025000000000000022,D,E
240,0.975,0.025000000000000022,E,F
240,1.175,0.025000000000000133,F,G
240,1.375,0.02499999999999991,G,H
240,1.5750000000000002,0.02499999999999991,H,I
240,1.775,0.025000000000000133,I,J
240,1.975,0.02499999999999991,J,A
240,2.1750000000000003,0.02499999999999991,A,B
240,2.375,0.025000000000000355,B,C
240,2.575,0.02499999999999991,C,D
240,2.7750000000000004,0.02499999999999991,D,E
240,2.975,0.02499999999999991,E,F
240,3.1750000000000003,0.02499999999999991,F,G
240,3.375,0.025000000000000355,G,H
240,3.575,0.02499999999999991,H,I
240,3.775,0.02499999999999991,I,J
240,3.975,0.02499999999999991,J,A
240,4.175,0.025000000000000355,A,B
240,4.375,0.025000000000000355,B,C
240,4.575,0.025000000000000355,C,D
240,4.775,0.025000000000000355,D,E
240,4.9750000000000005,0.024999999999999467,E,F
240,5.175000000000001,0.024999999999999467,F,G
240,5.375,0.025000000000000355,G,H
240,5.575,0.025000000000000355,H,I
240,5.775,0.025000000000000355,I,J
240,5.9750000000000005,0.024999999999999467,J,A
240,6.175000000000001,0.024999999999999467,A,B
240,6.375,0.025000000000000355,B,C
240,6.575,0.025000000000000355,C,D
240,6.775,0.025000000000000355,D,E
240,6.9750000000000005,0.024999999999999467,E,F
240,7.175000000000001,0.024999999999999467,F,G
240,7.375,0.025000000000000355,G,H
240,7.575,0.024999999999999467,H,I
240,7.775,0.025000000000000355,I,J
240,7.975,0.025000000000000355,J,A
240,8.175,0.025000000000000355,A,B
240,8.375,0.025000000000000355,B,C
240,8.575000000000001,0.02499999999999858,C,D
240,8.775,0.025000000000000355,D,E
240,8.975,0.025000000000000355,E,F
240,9.175,0.02499999999999858,F,G
240,9.375,0.025000000000000355,G,H
240,9.575,0.025000000000000355,H,I
240,9.775,0.025000000000000355,I,J
240,9.975,0.025000000000000355,J,A
240,10.175,0.02499999999999858,A,B
240,10.375,0.025000000000000355,B,C
240,10.575,0.025000000000000355,C,D
240,10.775,0.025000000000000355,D,E
240,10.975,0.025000000000000355,E,F
240,11.175,0.02499999999999858,F,G
240,11.375,0.025000000000000355,G,H
240,11.575,0.025000000000000355,H,I
240,11.775,0.025000000000000355,I,J
240,11.975,0.025000000000000355,J,A
240,12.175,0.02499999999999858,A,B
240,12.375,0.025000000000000355,B,C
240,12.575,0.025000000000000355,C,D
240,12.775,0.025000000000000355,D,E
240,12.975,0.025000000000000355,E,F
240,13.175,0.02499999999999858,F,G
240,13.375,0.025000000000000355,G,H
240,13.575,0.025000000000000355,H,I
240,13.775,0.025000000000000355,I,J
240,13.975,0.025000000000000355,J,A
240,14.175,0.02499999999999858,A,B
240,14.375,0.025000000000000355,B,C
240,14.575,0.025000000000000355,C,D
240,14.775,0.025000000000000355,D,E
240,14.975,0.025000000000000355,E,F
240,15.175,0.02499999999999858,F,G
240,15.375,0.025000000000000355,G,H
240,15.575,0.025000000000000355,H,I
240,15.775,0.025000000000000355,I,J
240,15.975,0.025000000000000355,J,A
240,16.175,0.02499999999999858,A,B
240,16.375,0.02500000000000213,B,C
240,16.575,0.02500000000000213,C,D
240,16.775000000000002,0.02499999999999858,D,E
240,16.975,0.02499999999999858,E,F
240,17.175,0.02499999999999858,F,G
240,17.375,0.02500000000000213,G,H
240,17.575,0.02500000000000213,H,I
240,17.775000000000002,0.02499999999999858,I,J
240,17.975,0.02499999999999858,J,A
240,18.175,0.02499999999999858,A,B
240,18.375,0.02499999999999858,B,C
240,18.575,0.02500000000000213,C,D
240,18.775,0.02500000000000213,D,E
240,18.975,0.02499999999999858,E,F
240,19.175,0.02500000000000213,F,G
240,19.375,0.02499999999999858,G,H
240,19.575000000000003,0.02499999999999858,H,I
240,19.775,0.02500000000000213,I,J
240,19.975,0.02499999999999858,J,A
240,20.175,0.02500000000000213,A,B
240,20.375,0.02499999999999858,B,C
240,20.575000000000003,0.02499999999999858,C,D
240,20.775,0.02500000000000213,D,E
240,20.975,0.02499999999999858,E,F
240,21.175,0.02500000000000213,F,G
240,21.375,0.02499999999999858,G,H
240,21.575000000000003,0.02499999999999858,H,I
240,21.775,0.02500000000000213,I,J
240,21.975,0.02499999999999858,J,A
240,22.175,0.02500000000000213,A,B
240,22.375,0.02499999999999858,B,C
240,22.575000000000003,0.02499999999999858,C,D
240,22.775,0.02500000000000213,D,E
240,22.975,0.02499999999999858,E,F
240,23.175,0.02500000000000213,F,G
240,23.375,0.02499999999999858,G,H
240,23.575000000000003,0.02499999999999858,H,I
240,23.775,0.02500000000000213,I,J
240,23.975,0.02499999999999858,J,A
240,24.175,0.02500000000000213,A,B
240,24.375,0.02499999999999858,B,C
240,24.575000000000003,0.02499999999999858,C,D
240,24.775,0.02500000000000213,D,E
240,24.975,0.02499999999999858,E,F
240,25.175,0.02500000000000213,F,G
240,25.375,0.02499999999999858,G,H
240,25.575000000000003,0.02499999999999858,H,I
240,25.775,0.02500000000000213,I,J
240,25.975,0.02499999999999858,J,A
240,26.175,0.02500000000000213,A,B
240,26.375,0.02499999999999858,B,C
240,26.575000000000003,0.02499999999999858,C,D
240,26.775,0.02500000000000213,D,E
240,26.975,0.02499999999999858,E,F
240,27.175,0.02500000000000213,F,G
240,27.375,0.02499999999999858,G,H
240,27.575000000000003,0.02499999999999858,H,I
240,27.775,0.02500000000000213,I,J
240,27.975,0.02499999999999858,J,A
240,28.175,0.02500000000000213,A,B
240,28.375,0.02499999999999858,B,C
240,28.575000000000003,0.02499999999999858,C,D
240,28.775,0.02500000000000213,D,E
240,28.975,0.02499999999999858,E,F
240,29.175,0.02500000000000213,F,G
240,29.375,0.02499999999999858,G,H
240,29.575000000000003,0.02499999999999858,H,I
240,29.775,0.02500000000000213,I,J
240,29.975,0.02499999999999858,J,A
240,30.175,0.02500000000000213,A,B
