,time,gaze_target
0,0.0,A
1,0.025,A
2,0.05,A
3,0.07500000000000001,A
4,0.1,A
5,0.125,A
6,0.15000000000000002,A
7,0.17500000000000002,A
8,0.2,B
9,0.225,B
10,0.25,B
11,0.275,B
12,0.30000000000000004,B
13,0.325,B
14,0.35000000000000003,B
15,0.375,B
16,0.4,C
17,0.42500000000000004,C
18,0.45,C
19,0.47500000000000003,C
20,0.5,C
21,0.525,C
22,0.55,C
23,0.5750000000000001,C
24,0.6000000000000001,D
25,0.625,D
26,0.65,D
27,0.675,D
28,0.7000000000000001,D
29,0.7250000000000001,D
30,0.75,D
31,0.775,D
32,0.8,E
33,0.8250000000000001,E
34,0.8500000000000001,E
35,0.875,E
36,0.9,E
37,0.925,E
38,0.9500000000000001,E
39,0.9750000000000001,E
40,1.0,F
41,1.0250000000000001,F
42,1.05,F
43,1.075,F
44,1.1,F
45,1.125,F
46,1.1500000000000001,F
47,1.175,F
48,1.2000000000000002,G
49,1.225,G
50,1.25,G
51,1.2750000000000001,G
52,1.3,G
53,1.3250000000000002,G
54,1.35,G
55,1.375,G
56,1.4000000000000001,H
57,1.425,H
58,1.4500000000000002,H
59,1.475,H
60,1.5,H
61,1.5250000000000001,H
62,1.55,H
63,1.5750000000000002,H
64,1.6,I
65,1.625,I
66,1.6500000000000001,I
67,1.675,I
68,1.7000000000000002,I
69,1.725,I
70,1.75,I
71,1.7750000000000001,I
72,1.8,J
73,1.8250000000000002,J
74,1.85,J
75,1.875,J
76,1.9000000000000001,J
77,1.925,J
78,1.9500000000000002,J
79,1.975,J
80,2.0,A
81,2.025,A
82,2.0500000000000003,A
83,2.075,A
84,2.1,A
85,2.125,A
86,2.15,A
87,2.1750000000000003,A
88,2.2,B
89,2.225,B
90,2.25,B
91,2.275,B
92,2.3000000000000003,B
93,2.325,B
94,2.35,B
95,2.375,B
96,2.4000000000000004,C
97,2.4250000000000003,C
98,2.45,C
99,2.475,C
100,2.5,C
101,2.5250000000000004,C
102,2.5500000000000003,C
103,2.575,C
104,2.6,D
105,2.625,D
106,2.6500000000000004,D
107,2.6750000000000003,D
108,2.7,D
109,2.725,D
110,2.75,D
111,2.7750000000000004,D
112,2.8000000000000003,E
113,2.825,E
114,2.85,E
115,2.875,E
116,2.9000000000000004,E
117,2.9250000000000003,E
118,2.95,E
119,2.975,E
120,3.0,F
121,3.0250000000000004,F
122,3.0500000000000003,F
123,3.075,F
124,3.1,F
125,3.125,F
126,3.1500000000000004,F
127,3.1750000000000003,F
128,3.2,G
129,3.225,G
130,3.25,G
131,3.2750000000000004,G
132,3.3000000000000003,G
133,3.325,G
134,3.35,G
135,3.375,G
136,3.4000000000000004,H
137,3.4250000000000003,H
138,3.45,H
139,3.475,H
140,3.5,H
141,3.5250000000000004,H
142,3.5500000000000003,H
143,3.575,H
144,3.6,I
145,3.625,I
146,3.6500000000000004,I
147,3.6750000000000003,I
148,3.7,I
149,3.725,I
150,3.75,I
151,3.7750000000000004,I
152,3.8000000000000003,J
153,3.825,J
154,3.85,J
155,3.875,J
156,3.9000000000000004,J
157,3.9250000000000003,J
158,3.95,J
159,3.975,J
160,4.0,A
161,4.025,A
162,4.05,A
163,4.075,A
164,4.1000000000000005,A
165,4.125,A
166,4.15,A
167,4.175,A
168,4.2,B
169,4.2250000000000005,B
170,4.25,B
171,4.275,B
172,4.3,B
173,4.325,B
174,4.3500000000000005,B
175,4.375,B
