,time,gaze_target
0,0.0,A
1,0.02,A
2,0.04,A
3,0.06,A
4,0.08,A
5,0.1,A
6,0.12,A
7,0.14,A
8,0.16,A
9,0.18,A
10,0.2,B
11,0.22,B
12,0.24,B
13,0.26,B
14,0.28,B
15,0.3,B
16,0.32,B
17,0.34,B
18,0.36,B
19,0.38,B
20,0.4,C
21,0.42,C
22,0.44,C
23,0.46,C
24,0.48,C
25,0.5,C
26,0.52,C
27,0.54,C
28,0.56,C
29,0.58,C
30,0.6,D
31,0.62,D
32,0.64,D
33,0.66,D
34,0.68,D
35,0.7000000000000001,D
36,0.72,D
37,0.74,D
38,0.76,D
39,0.78,D
40,0.8,E
41,0.8200000000000001,E
42,0.84,E
43,0.86,E
44,0.88,E
45,0.9,E
46,0.92,E
47,0.9400000000000001,E
48,0.96,E
49,0.98,E
50,1.0,F
51,1.02,F
52,1.04,F
53,1.06,F
54,1.08,F
55,1.1,F
56,1.12,F
57,1.1400000000000001,F
58,1.16,F
59,1.18,F
60,1.2,G
61,1.22,G
62,1.24,G
63,1.26,G
64,1.28,G
65,1.3,G
66,1.32,G
67,1.34,G
68,1.36,G
69,1.3800000000000001,G
70,1.4000000000000001,H
71,1.42,H
72,1.44,H
73,1.46,H
74,1.48,H
75,1.5,H
76,1.52,H
77,1.54,H
78,1.56,H
79,1.58,H
80,1.6,I
81,1.62,I
82,1.6400000000000001,I
83,1.6600000000000001,I
84,1.68,I
85,1.7,I
86,1.72,I
87,1.74,I
88,1.76,I
89,1.78,I
90,1.8,J
91,1.82,J
92,1.84,J
93,1.86,J
94,1.8800000000000001,J
95,1.9000000000000001,J
96,1.92,J
97,1.94,J
98,1.96,J
99,1.98,J
100,2.0,K
101,2.02,K
102,2.04,K
103,2.06,K
104,2.08,K
105,2.1,K
106,2.12,K
107,2.14,K
108,2.16,K
109,2.18,K
110,2.2,L
111,2.22,L
112,2.24,L
113,2.2600000000000002,L
114,2.2800000000000002,L
115,2.3000000000000003,L
116,2.32,L
117,2.34,L
118,2.36,L
119,2.38,L
120,2.4,M
121,2.42,M
122,2.44,M
123,2.46,M
124,2.48,M
125,2.5,M
126,2.52,M
127,2.54,M
128,2.56,M
129,2.58,M
130,2.6,N
131,2.62,N
132,2.64,N
133,2.66,N
134,2.68,N
135,2.7,N
136,2.72,N
137,2.74,N
138,2.7600000000000002,N
139,2.7800000000000002,N
140,2.8000000000000003,O
141,2.82,O
142,2.84,O
143,2.86,O
144,2.88,O
145,2.9,O
146,2.92,O
147,2.94,O
148,2.96,O
149,2.98,O
150,3.0,P
151,3.02,P
152,3.04,P
153,3.06,P
154,3.08,P
155,3.1,P
156,3.12,P
157,3.14,P
158,3.16,P
159,3.18,P
160,3.2,Q
161,3.22,Q
162,3.24,Q
163,3.2600000000000002,Q
164,3.2800000000000002,Q
165,3.3000000000000003,Q
166,3.3200000000000003,Q
167,3.34,Q
168,3.36,Q
169,3.38,Q
170,3.4,R
171,3.42,R
172,3.44,R
173,3.46,R
174,3.48,R
175,3.5,R
176,3.52,R
177,3.54,R
178,3.56,R
179,3.58,R
180,3.6,S
181,3.62,S
182,3.64,S
183,3.66,S
184,3.68,S
185,3.7,S
186,3.72,S
187,3.74,S
188,3.7600000000000002,S
189,3.7800000000000002,S
190,3.8000000000000003,T
191,3.8200000000000003,T
192,3.84,T
193,3.86,T
194,3.88,T
195,3.9,T
196,3.92,T
197,3.94,T
198,3.96,T
199,3.98,T
200,4.0,U
201,4.0200000000000005,U
202,4.04,U
203,4.0600000000000005,U
204,4.08,U
205,4.1,U
206,4.12,U
207,4.14,U
208,4.16,U
209,4.18,U
