,time,gaze_target
0,0.0,A
1,0.02,B
2,0.04,C
3,0.06,D
4,0.08,E
5,0.1,F
6,0.12,G
7,0.14,H
8,0.16,I
9,0.18,J
10,0.2,A
11,0.22,B
12,0.24,C
13,0.26,D
14,0.28,E
15,0.3,F
16,0.32,G
17,0.34,H
18,0.36,I
19,0.38,J
20,0.4,A
21,0.42,B
22,0.44,C
23,0.46,D
24,0.48,E
25,0.5,F
26,0.52,G
27,0.54,H
28,0.56,I
29,0.58,J
30,0.6,A
31,0.62,B
32,0.64,C
33,0.66,D
34,0.68,E
35,0.7000000000000001,F
36,0.72,G
37,0.74,H
38,0.76,I
39,0.78,J
40,0.8,A
41,0.8200000000000001,B
42,0.84,C
43,0.86,D
44,0.88,E
45,0.9,F
46,0.92,G
47,0.9400000000000001,H
48,0.96,I
49,0.98,J
50,1.0,A
51,1.02,B
52,1.04,C
53,1.06,D
54,1.08,E
55,1.1,F
56,1.12,G
57,1.1400000000000001,H
58,1.16,I
59,1.18,J
60,1.2,A
61,1.22,B
62,1.24,C
63,1.26,D
64,1.28,E
65,1.3,F
66,1.32,G
67,1.34,H
68,1.36,I
69,1.3800000000000001,J
70,1.4000000000000001,A
71,1.42,B
72,1.44,C
73,1.46,D
74,1.48,E
75,1.5,F
76,1.52,G
77,1.54,H
78,1.56,I
79,1.58,J
80,1.6,A
81,1.62,B
82,1.6400000000000001,C
83,1.6600000000000001,D
84,1.68,E
85,1.7,F
86,1.72,G
87,1.74,H
88,1.76,I
89,1.78,J
90,1.8,A
91,1.82,B
92,1.84,C
93,1.86,D
94,1.8800000000000001,E
95,1.9000000000000001,F
96,1.92,G
97,1.94,H
98,1.96,I
99,1.98,J
