,time,gaze_target
0,0.0,A
1,0.02,A
2,0.04,A
3,0.06,A
4,0.08,A
5,0.1,A
6,0.12,A
7,0.14,A
8,0.16,A
9,0.18,A
10,0.2,B
11,0.22,B
12,0.24,B
13,0.26,B
14,0.28,B
15,0.3,B
16,0.32,B
17,0.34,B
18,0.36,B
19,0.38,B
20,0.4,C
21,0.42,C
22,0.44,C
23,0.46,C
24,0.48,C
25,0.5,C
26,0.52,C
27,0.54,C
28,0.56,C
29,0.58,C
30,0.6,D
31,0.62,D
32,0.64,D
33,0.66,D
34,0.68,D
35,0.7000000000000001,D
36,0.72,D
37,0.74,D
38,0.76,D
39,0.78,D
40,0.8,E
41,0.8200000000000001,E
42,0.84,E
43,0.86,E
44,0.88,E
45,0.9,E
46,0.92,E
47,0.9400000000000001,E
48,0.96,E
49,0.98,E
50,1.0,F
51,1.02,F
52,1.04,F
53,1.06,F
54,1.08,F
55,1.1,F
56,1.12,F
57,1.1400000000000001,F
58,1.16,F
59,1.18,F
60,1.2,G
61,1.22,G
62,1.24,G
63,1.26,G
64,1.28,G
65,1.3,G
66,1.32,G
67,1.34,G
68,1.36,G
69,1.3800000000000001,G
70,1.4000000000000001,H
71,1.42,H
72,1.44,H
73,1.46,H
74,1.48,H
75,1.5,H
76,1.52,H
77,1.54,H
78,1.56,H
79,1.58,H
80,1.6,I
81,1.62,I
82,1.6400000000000001,I
83,1.6600000000000001,I
84,1.68,I
85,1.7,I
86,1.72,I
87,1.74,I
88,1.76,I
89,1.78,I
90,1.8,J
91,1.82,J
92,1.84,J
93,1.86,J
94,1.8800000000000001,J
95,1.9000000000000001,J
96,1.92,J
97,1.94,J
98,1.96,J
99,1.98,J
